ID_Envio;ID_Transportista;Fecha_Salida;Tipo_Vehiculo;Tipo_Carga;Region_Origen;Region_Destino;Distancia_Km;Costo_Combustible;Costo_Mantenimiento;Tarifa_Cliente;Estado_Final;Fecha_Llegada_Estimada;Fecha_Llegada_Real
ENV00582;ID_T008;2024-01-10;Furgoneta;Paqueteria;Norte;Centro;488;253;58;540;Cancelado;2024-01-10 23:25:26.400;2024-01-10 23:25:26.400000
ENV00583;ID_T010;2024-01-29;Furgoneta;Frío;Sur;Norte;434;207;30;284;Entregado;2024-01-29 20:49:55.200;2024-01-30 00:48:58.956903
ENV00584;ID_T007;2024-08-07;Furgoneta;Químicos;Canarias;Andalucía;372;163;22;405;Cancelado;2024-08-07 17:51:21.600;2024-08-07 17:51:21.600000
ENV00585;ID_T008;2024-03-21;Furgoneta;Frío;Norte;Levante;799;339;29;354;Retrasado;2024-03-22 14:21:07.200;2024-03-25 14:21:07.200000
ENV00586;ID_T001;2024-07-27;Camioneta;Químicos;Canarias;Norte;649;85;42;367;Cancelado;2024-07-28 07:09:07.200;2024-07-28 07:09:07.200000
ENV00587;ID_T009;2024-10-05;Camioneta;Materiales_Construccion;Levante;Levante;938;186;67;340;Retrasado;2024-10-06 21:01:26.400;2024-10-08 21:01:26.400000
ENV00588;ID_T010;2024-05-17;Camioneta;Mobiliario;Canarias;Sur;50;118;114;573;Cancelado;2024-05-17 02:24:00.000;2024-05-17 02:24:00.000000
ENV00589;ID_T012;2024-12-16;Furgoneta;Químicos;Norte;Canarias;277;99;27;462;Cancelado;2024-12-16 13:17:45.600;2024-12-16 13:17:45.600000
ENV00590;ID_T015;2024-06-19;Camioneta;Químicos;Norte;Andalucía;50;76;78;251;Entregado;2024-06-19 02:24:00.000;2024-06-19 02:15:33.718762
ENV00591;ID_T010;2024-06-06;Camioneta;Mobiliario;Norte;Andalucía;920;205;60;438;Entregado;2024-06-07 20:09:36.000;2024-06-08 05:40:43.559720
ENV00592;ID_T007;2024-09-23;Furgoneta;Materiales_Construccion;Norte;Andalucía;800;196;32;369;Retrasado;2024-09-24 14:24:00.000;2024-09-27 14:24:00.000000
ENV00593;ID_T006;2024-11-09;Camioneta;Mobiliario;Andalucía;Andalucía;210;20;68;385;Entregado;2024-11-09 10:04:48.000;2024-11-09 21:02:05.600908
ENV00594;ID_T012;2024-07-22;Furgoneta;Mobiliario;Norte;Canarias;129;221;48;201;Cancelado;2024-07-22 06:11:31.200;2024-07-22 06:11:31.200000
ENV00595;ID_T012;2024-02-04;Furgoneta;Frío;Andalucía;Andalucía;178;145;88;487;Retrasado;2024-02-04 08:32:38.400;2024-02-05 08:32:38.400000
ENV00596;ID_T010;2024-03-13;Furgoneta;Materiales_Construccion;Canarias;Centro;142;177;57;338;Entregado;2024-03-13 06:48:57.600;2024-03-12 18:49:45.971947
ENV00597;ID_T011;2024-05-10;Furgoneta;Químicos;Centro;Andalucía;566;316;20;563;Entregado;2024-05-11 03:10:04.800;2024-05-11 08:37:29.174385
ENV00598;ID_T010;2024-01-27;Camioneta;Químicos;Levante;Andalucía;457;115;37;442;Entregado;2024-01-27 21:56:09.600;2024-01-27 23:59:28.747974
ENV00599;ID_T011;2024-07-06;Camioneta;Frío;Canarias;Norte;521;139;16;384;Cancelado;2024-07-07 01:00:28.800;2024-07-07 01:00:28.800000
ENV00600;ID_T005;2024-01-06;Furgoneta;Mobiliario;Norte;Sur;467;146;60;352;Entregado;2024-01-06 22:24:57.600;2024-01-07 03:13:00.315642
ENV00601;ID_T014;2024-11-22;Camioneta;Químicos;Centro;Canarias;753;249;47;428;Entregado;2024-11-23 12:08:38.400;2024-11-23 13:11:46.148814
ENV00602;ID_T006;2024-04-17;Furgoneta;Materiales_Construccion;Norte;Norte;312;20;21;345;Cancelado;2024-04-17 14:58:33.600;2024-04-17 14:58:33.600000
ENV00603;ID_T006;2024-07-24;Camioneta;Frío;Canarias;Andalucía;575;42;28;324;Entregado;2024-07-25 03:36:00.000;2024-07-25 01:36:00.477614
ENV00604;ID_T010;2024-05-11;Furgoneta;Frío;Centro;Canarias;287;20;24;472;Cancelado;2024-05-11 13:46:33.600;2024-05-11 13:46:33.600000
ENV00605;ID_T004;2024-05-30;Furgoneta;Paqueteria;Centro;Canarias;360;87;48;50;Retrasado;2024-05-30 17:16:48.000;2024-06-02 17:16:48.000000
ENV00606;ID_T001;2024-04-05;Furgoneta;Químicos;Sur;Sur;1056;178;23;310;Retrasado;2024-04-07 02:41:16.800;2024-04-09 02:41:16.800000
ENV00607;ID_T007;2024-12-04;Camioneta;Químicos;Sur;Centro;907;128;78;299;Retrasado;2024-12-05 19:32:09.600;2024-12-06 19:32:09.600000
ENV00608;ID_T012;2024-06-06;Camioneta;Paqueteria;Sur;Centro;692;135;55;368;Retrasado;2024-06-07 09:12:57.600;2024-06-12 09:12:57.600000
ENV00609;ID_T014;2024-08-01;Camioneta;Frío;Andalucía;Levante;338;60;77;490;Cancelado;2024-08-01 16:13:26.400;2024-08-01 16:13:26.400000
ENV00610;ID_T011;2024-10-17;Camioneta;Químicos;Sur;Levante;537;124;26;357;Entregado;2024-10-18 01:46:33.600;2024-10-18 05:02:07.059956
ENV00611;ID_T002;2024-09-10;Camioneta;Mobiliario;Andalucía;Andalucía;236;55;63;326;Retrasado;2024-09-10 11:19:40.800;2024-09-15 11:19:40.800000
ENV00612;ID_T010;2024-07-14;Camioneta;Frío;Centro;Norte;289;135;69;315;Cancelado;2024-07-14 13:52:19.200;2024-07-14 13:52:19.200000
ENV00613;ID_T014;2024-08-09;Camioneta;Mobiliario;Centro;Canarias;1172;183;46;612;Entregado;2024-08-11 08:15:21.600;2024-08-11 14:19:02.820427
ENV00614;ID_T006;2024-03-11;Furgoneta;Frío;Canarias;Centro;481;285;69;363;Entregado;2024-03-11 23:05:16.800;2024-03-12 05:37:59.563749
ENV00615;ID_T003;2024-12-13;Furgoneta;Mobiliario;Norte;Norte;103;217;17;517;Entregado;2024-12-13 04:56:38.400;2024-12-12 18:07:42.238209
ENV00616;ID_T015;2024-08-19;Camioneta;Químicos;Levante;Centro;50;115;73;210;Cancelado;2024-08-19 02:24:00.000;2024-08-19 02:24:00.000000
ENV00617;ID_T008;2024-01-04;Camioneta;Mobiliario;Canarias;Canarias;1101;69;113;149;Retrasado;2024-01-06 04:50:52.800;2024-01-07 04:50:52.800000
ENV00618;ID_T001;2024-08-29;Furgoneta;Frío;Levante;Norte;328;163;64;414;Retrasado;2024-08-29 15:44:38.400;2024-08-30 15:44:38.400000
ENV00619;ID_T004;2024-11-16;Camioneta;Frío;Levante;Norte;125;222;49;217;Cancelado;2024-11-16 06:00:00.000;2024-11-16 06:00:00.000000
ENV00620;ID_T005;2024-10-27;Camioneta;Frío;Sur;Canarias;482;149;43;220;Retrasado;2024-10-27 23:08:09.600;2024-10-31 23:08:09.600000
ENV00621;ID_T015;2024-05-26;Camioneta;Químicos;Sur;Norte;157;87;35;287;Entregado;2024-05-26 07:32:09.600;2024-05-26 04:31:59.763796
ENV00622;ID_T013;2024-07-25;Furgoneta;Químicos;Andalucía;Norte;380;151;63;218;Cancelado;2024-07-25 18:14:24.000;2024-07-25 18:14:24.000000
ENV00623;ID_T011;2024-01-22;Furgoneta;Mobiliario;Norte;Andalucía;1004;129;53;382;Retrasado;2024-01-24 00:11:31.200;2024-01-28 00:11:31.200000
ENV00624;ID_T003;2024-10-11;Furgoneta;Materiales_Construccion;Canarias;Levante;360;321;32;248;Entregado;2024-10-11 17:16:48.000;2024-10-11 18:05:47.059918
ENV00625;ID_T008;2024-06-17;Camioneta;Materiales_Construccion;Levante;Sur;479;75;52;332;Entregado;2024-06-17 22:59:31.200;2024-06-17 13:35:39.584515
ENV00626;ID_T015;2024-06-30;Furgoneta;Mobiliario;Levante;Norte;158;160;32;435;Entregado;2024-06-30 07:35:02.400;2024-06-30 12:39:12.764886
ENV00627;ID_T012;2024-02-26;Furgoneta;Mobiliario;Sur;Centro;914;196;95;288;Cancelado;2024-02-27 19:52:19.200;2024-02-27 19:52:19.200000
ENV00628;ID_T011;2024-11-15;Camioneta;Químicos;Centro;Sur;746;98;72;254;Retrasado;2024-11-16 11:48:28.800;2024-11-20 11:48:28.800000
ENV00629;ID_T014;2024-11-17;Camioneta;Materiales_Construccion;Levante;Levante;724;149;17;393;Entregado;2024-11-18 10:45:07.200;2024-11-18 04:14:18.624523
ENV00630;ID_T001;2024-06-15;Furgoneta;Frío;Andalucía;Levante;486;20;75;313;Cancelado;2024-06-15 23:19:40.800;2024-06-15 23:19:40.800000
ENV00631;ID_T001;2024-12-21;Furgoneta;Frío;Sur;Sur;707;63;58;189;Cancelado;2024-12-22 09:56:09.600;2024-12-22 09:56:09.600000
ENV00632;ID_T006;2024-02-16;Camioneta;Paqueteria;Sur;Sur;586;242;51;483;Entregado;2024-02-17 04:07:40.800;2024-02-17 07:39:23.675250
ENV00633;ID_T011;2024-01-30;Furgoneta;Frío;Centro;Norte;408;126;40;237;Entregado;2024-01-30 19:35:02.400;2024-01-30 21:05:55.698910
ENV00634;ID_T009;2024-08-13;Camioneta;Materiales_Construccion;Canarias;Levante;837;223;30;392;Cancelado;2024-08-14 16:10:33.600;2024-08-14 16:10:33.600000
ENV00635;ID_T008;2024-12-01;Camioneta;Mobiliario;Sur;Norte;241;27;50;342;Entregado;2024-12-01 11:34:04.800;2024-12-01 06:06:42.990584
ENV00636;ID_T002;2024-04-29;Camioneta;Materiales_Construccion;Canarias;Sur;453;147;77;101;Retrasado;2024-04-29 21:44:38.400;2024-04-30 21:44:38.400000
ENV00637;ID_T007;2024-05-04;Furgoneta;Mobiliario;Norte;Norte;646;99;10;95;Entregado;2024-05-05 07:00:28.800;2024-05-04 21:14:22.825183
ENV00638;ID_T005;2024-07-16;Camioneta;Mobiliario;Centro;Centro;763;50;60;189;Retrasado;2024-07-17 12:37:26.400;2024-07-18 12:37:26.400000
ENV00639;ID_T005;2024-03-26;Furgoneta;Mobiliario;Levante;Canarias;433;84;32;429;Entregado;2024-03-26 20:47:02.400;2024-03-26 15:40:35.411121
ENV00640;ID_T009;2024-06-28;Camioneta;Materiales_Construccion;Levante;Norte;696;154;63;286;Cancelado;2024-06-29 09:24:28.800;2024-06-29 09:24:28.800000
ENV00641;ID_T007;2024-06-04;Furgoneta;Mobiliario;Andalucía;Andalucía;152;108;101;318;Retrasado;2024-06-04 07:17:45.600;2024-06-05 07:17:45.600000
ENV00642;ID_T007;2024-07-14;Furgoneta;Materiales_Construccion;Norte;Levante;617;131;90;236;Cancelado;2024-07-15 05:36:57.600;2024-07-15 05:36:57.600000
ENV00643;ID_T004;2024-07-04;Furgoneta;Paqueteria;Andalucía;Centro;577;266;89;295;Cancelado;2024-07-05 03:41:45.600;2024-07-05 03:41:45.600000
ENV00644;ID_T004;2024-10-31;Camioneta;Químicos;Levante;Canarias;577;257;10;79;Retrasado;2024-11-01 03:41:45.600;2024-11-04 03:41:45.600000
ENV00645;ID_T015;2024-11-19;Furgoneta;Mobiliario;Andalucía;Levante;583;123;92;589;Retrasado;2024-11-20 03:59:02.400;2024-11-23 03:59:02.400000
ENV00646;ID_T015;2024-07-27;Furgoneta;Materiales_Construccion;Norte;Andalucía;956;267;86;306;Cancelado;2024-07-28 21:53:16.800;2024-07-28 21:53:16.800000
ENV00647;ID_T006;2024-10-22;Camioneta;Químicos;Andalucía;Norte;50;192;80;271;Retrasado;2024-10-22 02:24:00.000;2024-10-27 02:24:00.000000
ENV00648;ID_T011;2024-05-06;Furgoneta;Químicos;Centro;Andalucía;186;126;52;301;Entregado;2024-05-06 08:55:40.800;2024-05-06 16:53:04.788306
ENV00649;ID_T002;2024-11-11;Camioneta;Químicos;Andalucía;Sur;50;97;11;460;Retrasado;2024-11-11 02:24:00.000;2024-11-16 02:24:00.000000
ENV00650;ID_T010;2024-03-23;Furgoneta;Paqueteria;Canarias;Andalucía;355;26;64;450;Retrasado;2024-03-23 17:02:24.000;2024-03-27 17:02:24.000000
ENV00651;ID_T002;2024-09-12;Camioneta;Materiales_Construccion;Levante;Canarias;69;68;72;247;Entregado;2024-09-12 03:18:43.200;2024-09-12 11:19:45.201147
ENV00652;ID_T004;2024-09-01;Camioneta;Químicos;Norte;Sur;50;106;52;493;Entregado;2024-09-01 02:24:00.000;2024-08-31 16:25:45.161583
ENV00653;ID_T006;2024-03-01;Furgoneta;Paqueteria;Andalucía;Canarias;577;52;16;437;Retrasado;2024-03-02 03:41:45.600;2024-03-06 03:41:45.600000
ENV00654;ID_T005;2024-01-15;Camioneta;Químicos;Levante;Sur;188;123;49;248;Retrasado;2024-01-15 09:01:26.400;2024-01-18 09:01:26.400000
ENV00655;ID_T007;2024-06-14;Furgoneta;Químicos;Centro;Levante;878;25;18;332;Entregado;2024-06-15 18:08:38.400;2024-06-15 15:20:15.456968
ENV00656;ID_T004;2024-07-17;Camioneta;Mobiliario;Andalucía;Levante;637;287;70;330;Entregado;2024-07-18 06:34:33.600;2024-07-17 22:46:02.076313
ENV00657;ID_T008;2024-06-06;Camioneta;Mobiliario;Sur;Norte;303;89;25;460;Retrasado;2024-06-06 14:32:38.400;2024-06-08 14:32:38.400000
ENV00658;ID_T011;2024-02-14;Furgoneta;Mobiliario;Canarias;Centro;499;20;104;53;Retrasado;2024-02-14 23:57:07.200;2024-02-18 23:57:07.200000
ENV00659;ID_T009;2024-10-05;Camioneta;Frío;Norte;Andalucía;415;70;105;241;Entregado;2024-10-05 19:55:12.000;2024-10-06 06:07:46.008146
ENV00660;ID_T014;2024-03-27;Furgoneta;Materiales_Construccion;Sur;Canarias;948;227;96;355;Entregado;2024-03-28 21:30:14.400;2024-03-28 15:45:31.692778
ENV00661;ID_T004;2024-08-29;Furgoneta;Mobiliario;Sur;Sur;813;41;46;317;Entregado;2024-08-30 15:01:26.400;2024-08-31 02:08:45.175499
ENV00662;ID_T012;2024-03-22;Camioneta;Frío;Norte;Sur;50;142;51;388;Cancelado;2024-03-22 02:24:00.000;2024-03-22 02:24:00.000000
ENV00663;ID_T008;2024-04-23;Camioneta;Frío;Levante;Levante;804;183;92;457;Cancelado;2024-04-24 14:35:31.200;2024-04-24 14:35:31.200000
ENV00664;ID_T011;2024-04-08;Camioneta;Frío;Sur;Levante;50;146;88;438;Cancelado;2024-04-08 02:24:00.000;2024-04-08 02:24:00.000000
ENV00665;ID_T009;2024-04-23;Furgoneta;Frío;Andalucía;Canarias;1148;67;74;510;Entregado;2024-04-25 07:06:14.400;2024-04-24 21:56:24.250950
ENV00666;ID_T001;2024-07-02;Furgoneta;Paqueteria;Canarias;Andalucía;929;174;77;421;Entregado;2024-07-03 20:35:31.200;2024-07-04 04:53:47.729444
ENV00667;ID_T004;2024-05-05;Camioneta;Químicos;Levante;Andalucía;316;103;34;590;Entregado;2024-05-05 15:10:04.800;2024-05-05 18:50:10.136761
ENV00668;ID_T014;2024-09-19;Camioneta;Frío;Levante;Centro;493;97;36;694;Entregado;2024-09-19 23:39:50.400;2024-09-19 19:53:08.403719
ENV00669;ID_T004;2024-05-20;Furgoneta;Químicos;Canarias;Andalucía;770;138;28;633;Retrasado;2024-05-21 12:57:36.000;2024-05-24 12:57:36.000000
ENV00670;ID_T008;2024-11-21;Camioneta;Químicos;Norte;Norte;210;295;93;646;Entregado;2024-11-21 10:04:48.000;2024-11-21 12:36:46.266088
ENV00671;ID_T009;2024-11-27;Furgoneta;Materiales_Construccion;Canarias;Norte;640;249;10;219;Cancelado;2024-11-28 06:43:12.000;2024-11-28 06:43:12.000000
ENV00672;ID_T007;2024-12-19;Camioneta;Frío;Sur;Norte;525;141;55;329;Cancelado;2024-12-20 01:12:00.000;2024-12-20 01:12:00.000000
ENV00673;ID_T011;2024-04-15;Furgoneta;Frío;Levante;Centro;651;187;38;327;Entregado;2024-04-16 07:14:52.800;2024-04-15 22:11:05.536186
ENV00674;ID_T003;2024-01-29;Furgoneta;Paqueteria;Andalucía;Andalucía;202;276;101;322;Retrasado;2024-01-29 09:41:45.600;2024-01-30 09:41:45.600000
ENV00675;ID_T010;2024-03-04;Furgoneta;Químicos;Sur;Andalucía;197;33;73;379;Cancelado;2024-03-04 09:27:21.600;2024-03-04 09:27:21.600000
ENV00676;ID_T002;2024-09-04;Camioneta;Frío;Norte;Centro;559;20;79;235;Retrasado;2024-09-05 02:49:55.200;2024-09-09 02:49:55.200000
ENV00677;ID_T014;2024-02-08;Furgoneta;Frío;Sur;Norte;309;181;57;581;Cancelado;2024-02-08 14:49:55.200;2024-02-08 14:49:55.200000
ENV00678;ID_T014;2024-10-03;Camioneta;Materiales_Construccion;Levante;Andalucía;534;281;32;267;Retrasado;2024-10-04 01:37:55.200;2024-10-08 01:37:55.200000
ENV00679;ID_T015;2024-12-13;Furgoneta;Químicos;Andalucía;Centro;1245;251;10;380;Entregado;2024-12-15 11:45:36.000;2024-12-15 16:56:52.894956
ENV00680;ID_T012;2024-10-07;Camioneta;Químicos;Sur;Canarias;404;110;65;195;Entregado;2024-10-07 19:23:31.200;2024-10-07 22:52:35.927283
ENV00681;ID_T009;2024-06-07;Furgoneta;Químicos;Canarias;Canarias;810;136;10;380;Retrasado;2024-06-08 14:52:48.000;2024-06-11 14:52:48.000000
ENV00682;ID_T009;2024-07-23;Camioneta;Materiales_Construccion;Sur;Canarias;698;163;29;459;Entregado;2024-07-24 09:30:14.400;2024-07-24 15:18:20.795865
ENV00683;ID_T003;2024-01-09;Camioneta;Paqueteria;Levante;Centro;1008;153;79;122;Entregado;2024-01-11 00:23:02.400;2024-01-11 02:15:04.603300
ENV00684;ID_T015;2024-05-18;Camioneta;Materiales_Construccion;Canarias;Norte;50;232;28;237;Cancelado;2024-05-18 02:24:00.000;2024-05-18 02:24:00.000000
ENV00685;ID_T011;2024-06-15;Furgoneta;Frío;Canarias;Canarias;149;169;34;318;Retrasado;2024-06-15 07:09:07.200;2024-06-16 07:09:07.200000
ENV00686;ID_T013;2024-04-07;Furgoneta;Frío;Centro;Sur;1209;243;12;283;Retrasado;2024-04-09 10:01:55.200;2024-04-12 10:01:55.200000
ENV00687;ID_T012;2024-12-20;Camioneta;Mobiliario;Levante;Canarias;50;269;52;463;Cancelado;2024-12-20 02:24:00.000;2024-12-20 02:24:00.000000
ENV00688;ID_T007;2024-11-30;Camioneta;Químicos;Andalucía;Canarias;50;133;60;409;Entregado;2024-11-30 02:24:00.000;2024-11-29 20:27:48.259292
ENV00689;ID_T001;2024-03-27;Furgoneta;Frío;Andalucía;Centro;749;110;10;374;Retrasado;2024-03-28 11:57:07.200;2024-03-30 11:57:07.200000
ENV00690;ID_T007;2024-03-12;Furgoneta;Frío;Sur;Andalucía;632;152;40;301;Entregado;2024-03-13 06:20:09.600;2024-03-13 16:58:24.980536
ENV00691;ID_T009;2024-02-05;Camioneta;Químicos;Levante;Centro;300;193;20;452;Cancelado;2024-02-05 14:24:00.000;2024-02-05 14:24:00.000000
ENV00692;ID_T008;2024-07-12;Furgoneta;Químicos;Levante;Andalucía;552;36;10;384;Cancelado;2024-07-13 02:29:45.600;2024-07-13 02:29:45.600000
ENV00693;ID_T006;2024-01-22;Furgoneta;Materiales_Construccion;Norte;Centro;527;26;50;602;Entregado;2024-01-23 01:17:45.600;2024-01-23 08:02:04.918918
ENV00694;ID_T011;2024-01-14;Camioneta;Mobiliario;Levante;Canarias;712;44;64;112;Entregado;2024-01-15 10:10:33.600;2024-01-15 12:13:56.706355
ENV00695;ID_T005;2024-06-29;Furgoneta;Materiales_Construccion;Centro;Centro;248;178;99;320;Cancelado;2024-06-29 11:54:14.400;2024-06-29 11:54:14.400000
ENV00696;ID_T006;2024-07-25;Camioneta;Mobiliario;Levante;Norte;752;141;55;322;Cancelado;2024-07-26 12:05:45.600;2024-07-26 12:05:45.600000
ENV00697;ID_T015;2024-06-14;Furgoneta;Materiales_Construccion;Canarias;Canarias;630;199;32;373;Retrasado;2024-06-15 06:14:24.000;2024-06-17 06:14:24.000000
ENV00698;ID_T007;2024-02-29;Furgoneta;Químicos;Levante;Andalucía;844;157;95;603;Retrasado;2024-03-01 16:30:43.200;2024-03-05 16:30:43.200000
ENV00699;ID_T005;2024-08-01;Camioneta;Mobiliario;Levante;Centro;668;188;63;277;Retrasado;2024-08-02 08:03:50.400;2024-08-03 08:03:50.400000
ENV00700;ID_T008;2024-10-11;Furgoneta;Mobiliario;Norte;Canarias;727;155;33;328;Cancelado;2024-10-12 10:53:45.600;2024-10-12 10:53:45.600000
ENV00701;ID_T014;2024-10-17;Furgoneta;Materiales_Construccion;Andalucía;Sur;919;52;28;334;Entregado;2024-10-18 20:06:43.200;2024-10-19 03:11:26.830564
ENV00702;ID_T003;2024-06-15;Furgoneta;Químicos;Norte;Norte;643;268;80;233;Cancelado;2024-06-16 06:51:50.400;2024-06-16 06:51:50.400000
ENV00703;ID_T003;2024-11-11;Furgoneta;Frío;Canarias;Andalucía;477;179;49;344;Retrasado;2024-11-11 22:53:45.600;2024-11-12 22:53:45.600000
ENV00704;ID_T003;2024-04-19;Furgoneta;Materiales_Construccion;Centro;Centro;540;220;63;210;Cancelado;2024-04-20 01:55:12.000;2024-04-20 01:55:12.000000
ENV00705;ID_T012;2024-01-14;Furgoneta;Químicos;Sur;Canarias;756;163;10;424;Retrasado;2024-01-15 12:17:16.800;2024-01-16 12:17:16.800000
ENV00706;ID_T014;2024-02-21;Furgoneta;Químicos;Canarias;Centro;1001;164;47;337;Entregado;2024-02-23 00:02:52.800;2024-02-23 11:03:36.261500
ENV00707;ID_T012;2024-10-24;Furgoneta;Materiales_Construccion;Norte;Canarias;711;234;10;436;Entregado;2024-10-25 10:07:40.800;2024-10-25 10:23:24.031160
ENV00708;ID_T007;2024-08-04;Furgoneta;Materiales_Construccion;Sur;Norte;609;314;61;347;Entregado;2024-08-05 05:13:55.200;2024-08-05 14:02:27.292831
ENV00709;ID_T012;2024-07-28;Furgoneta;Mobiliario;Centro;Norte;144;269;78;528;Entregado;2024-07-28 06:54:43.200;2024-07-28 05:53:45.222949
ENV00710;ID_T001;2024-01-14;Furgoneta;Mobiliario;Centro;Sur;659;253;65;523;Retrasado;2024-01-15 07:37:55.200;2024-01-19 07:37:55.200000
ENV00711;ID_T014;2024-09-12;Furgoneta;Paqueteria;Andalucía;Norte;775;205;70;333;Entregado;2024-09-13 13:12:00.000;2024-09-13 17:40:16.213888
ENV00712;ID_T004;2024-01-17;Furgoneta;Químicos;Levante;Levante;344;139;65;168;Retrasado;2024-01-17 16:30:43.200;2024-01-18 16:30:43.200000
ENV00713;ID_T004;2024-05-11;Furgoneta;Materiales_Construccion;Sur;Norte;1014;73;94;316;Retrasado;2024-05-13 00:40:19.200;2024-05-17 00:40:19.200000
ENV00714;ID_T001;2024-01-21;Camioneta;Materiales_Construccion;Andalucía;Levante;755;131;65;416;Cancelado;2024-01-22 12:14:24.000;2024-01-22 12:14:24.000000
ENV00715;ID_T001;2024-07-12;Furgoneta;Frío;Sur;Sur;316;174;50;398;Cancelado;2024-07-12 15:10:04.800;2024-07-12 15:10:04.800000
ENV00716;ID_T005;2024-05-01;Camioneta;Mobiliario;Canarias;Centro;250;186;74;297;Retrasado;2024-05-01 12:00:00.000;2024-05-04 12:00:00.000000
ENV00717;ID_T011;2024-09-08;Furgoneta;Mobiliario;Norte;Levante;427;138;82;414;Cancelado;2024-09-08 20:29:45.600;2024-09-08 20:29:45.600000
ENV00718;ID_T013;2024-08-22;Camioneta;Paqueteria;Centro;Canarias;538;222;69;559;Cancelado;2024-08-23 01:49:26.400;2024-08-23 01:49:26.400000
ENV00719;ID_T008;2024-07-27;Camioneta;Paqueteria;Norte;Sur;613;101;39;506;Entregado;2024-07-28 05:25:26.400;2024-07-28 06:12:45.611780
ENV00720;ID_T005;2024-10-21;Camioneta;Químicos;Centro;Canarias;332;60;99;145;Retrasado;2024-10-21 15:56:09.600;2024-10-23 15:56:09.600000
ENV00721;ID_T009;2024-10-05;Furgoneta;Químicos;Andalucía;Sur;582;222;49;482;Retrasado;2024-10-06 03:56:09.600;2024-10-08 03:56:09.600000
ENV00722;ID_T013;2024-08-19;Furgoneta;Materiales_Construccion;Levante;Norte;479;138;27;360;Cancelado;2024-08-19 22:59:31.200;2024-08-19 22:59:31.200000
ENV00723;ID_T002;2024-05-15;Furgoneta;Paqueteria;Canarias;Andalucía;339;143;51;453;Retrasado;2024-05-15 16:16:19.200;2024-05-18 16:16:19.200000
ENV00724;ID_T004;2024-03-13;Furgoneta;Materiales_Construccion;Levante;Levante;722;22;10;445;Cancelado;2024-03-14 10:39:21.600;2024-03-14 10:39:21.600000
ENV00725;ID_T007;2024-03-24;Furgoneta;Materiales_Construccion;Centro;Canarias;742;179;82;274;Entregado;2024-03-25 11:36:57.600;2024-03-25 06:13:11.135014
ENV00726;ID_T002;2024-12-11;Furgoneta;Mobiliario;Canarias;Norte;346;212;90;341;Entregado;2024-12-11 16:36:28.800;2024-12-11 16:16:23.443909
ENV00727;ID_T009;2024-10-26;Furgoneta;Químicos;Canarias;Levante;50;83;74;334;Retrasado;2024-10-26 02:24:00.000;2024-10-29 02:24:00.000000
ENV00728;ID_T007;2024-06-15;Camioneta;Químicos;Norte;Norte;749;231;96;195;Entregado;2024-06-16 11:57:07.200;2024-06-16 02:11:51.692025
ENV00729;ID_T004;2024-05-17;Camioneta;Frío;Centro;Norte;698;183;10;306;Entregado;2024-05-18 09:30:14.400;2024-05-18 04:32:48.687578
ENV00730;ID_T014;2024-01-13;Camioneta;Materiales_Construccion;Canarias;Centro;707;102;61;308;Cancelado;2024-01-14 09:56:09.600;2024-01-14 09:56:09.600000
ENV00731;ID_T013;2024-01-26;Furgoneta;Materiales_Construccion;Levante;Norte;769;282;81;469;Entregado;2024-01-27 12:54:43.200;2024-01-27 12:58:37.577037
ENV00732;ID_T004;2024-06-30;Camioneta;Químicos;Centro;Sur;50;142;58;273;Retrasado;2024-06-30 02:24:00.000;2024-07-02 02:24:00.000000
ENV00733;ID_T001;2024-08-01;Camioneta;Mobiliario;Sur;Norte;60;199;22;250;Cancelado;2024-08-01 02:52:48.000;2024-08-01 02:52:48.000000
ENV00734;ID_T013;2024-02-07;Furgoneta;Mobiliario;Sur;Andalucía;920;195;85;323;Retrasado;2024-02-08 20:09:36.000;2024-02-11 20:09:36.000000
ENV00735;ID_T010;2024-10-13;Furgoneta;Químicos;Sur;Sur;581;227;10;370;Entregado;2024-10-14 03:53:16.800;2024-10-13 20:57:12.287143
ENV00736;ID_T010;2024-05-04;Camioneta;Paqueteria;Sur;Levante;692;20;22;348;Cancelado;2024-05-05 09:12:57.600;2024-05-05 09:12:57.600000
ENV00737;ID_T011;2024-08-15;Camioneta;Mobiliario;Norte;Norte;501;77;95;272;Entregado;2024-08-16 00:02:52.800;2024-08-16 08:15:58.499844
ENV00738;ID_T010;2024-08-15;Furgoneta;Paqueteria;Levante;Centro;185;98;79;466;Retrasado;2024-08-15 08:52:48.000;2024-08-18 08:52:48.000000
ENV00739;ID_T014;2024-09-18;Furgoneta;Mobiliario;Andalucía;Andalucía;530;96;65;357;Cancelado;2024-09-19 01:26:24.000;2024-09-19 01:26:24.000000
ENV00740;ID_T014;2024-02-29;Furgoneta;Frío;Centro;Levante;422;278;68;170;Cancelado;2024-02-29 20:15:21.600;2024-02-29 20:15:21.600000
ENV00741;ID_T015;2024-01-25;Furgoneta;Materiales_Construccion;Canarias;Sur;472;25;10;474;Retrasado;2024-01-25 22:39:21.600;2024-01-30 22:39:21.600000
ENV00742;ID_T001;2024-03-01;Camioneta;Mobiliario;Canarias;Levante;310;62;101;330;Cancelado;2024-03-01 14:52:48.000;2024-03-01 14:52:48.000000
