ID_Transaccion;ID_Vendedor;Fecha_Venta;Canal_Venta;Tipo_Cliente;Region_Venta;Valor_Transaccion_€;Margen_Beneficio_€;Cantidad_Vendida
TRX00356;VEND008;2024-08-02;Online;Particular;Andalucía;470;58;4
TRX00357;VEND008;2024-01-17;Online;Empresa;Sur;412;10;6
TRX00358;VEND005;2024-09-27;Online;Gobierno;Centro;273;89;4
TRX00359;VEND009;2024-10-01;Online;Empresa;Levante;63;107;1
TRX00360;VEND006;2024-08-23;Online;Particular;Andalucía;342;128;4
TRX00361;VEND004;2024-07-11;Venta_Directa;Gobierno;Sur;233;84;3
TRX00362;VEND003;2024-09-13;Retail;Particular;Centro;228;112;7
TRX00363;VEND001;2024-03-06;Retail;Particular;Levante;274;58;5
TRX00364;VEND001;2024-04-21;Retail;Gobierno;Canarias;270;179;4
TRX00365;VEND004;2024-11-29;Retail;Particular;Andalucía;294;148;3
TRX00366;VEND005;2024-12-29;Online;Empresa;Levante;362;57;6
TRX00367;VEND008;2024-07-14;Venta_Directa;Particular;Levante;220;42;5
TRX00368;VEND007;2024-02-26;Distribuidor;Empresa;Sur;218;48;5
TRX00369;VEND008;2024-08-25;Venta_Directa;Empresa;Norte;236;122;6
TRX00370;VEND010;2024-09-20;Distribuidor;Gobierno;Sur;282;56;6
TRX00371;VEND008;2024-10-22;Distribuidor;Particular;Levante;403;95;3
TRX00372;VEND009;2024-09-16;Venta_Directa;Particular;Sur;237;75;2
TRX00373;VEND001;2024-12-11;Online;Empresa;Sur;217;100;6
TRX00374;VEND006;2024-07-30;Distribuidor;Particular;Levante;325;126;3
TRX00375;VEND001;2024-05-06;Retail;Particular;Sur;94;71;10
TRX00376;VEND001;2024-02-08;Venta_Directa;Empresa;Levante;51;60;4
TRX00377;VEND009;2024-11-07;Distribuidor;Empresa;Levante;256;72;6
TRX00378;VEND008;2024-05-28;Retail;Gobierno;Centro;348;153;7
TRX00379;VEND005;2024-05-13;Online;Gobierno;Norte;159;71;4
TRX00380;VEND005;2024-03-11;Online;Particular;Andalucía;166;94;5
TRX00381;VEND001;2024-03-31;Online;Empresa;Andalucía;233;125;8
TRX00382;VEND006;2024-07-10;Distribuidor;Empresa;Canarias;383;83;2
TRX00383;VEND003;2024-06-13;Distribuidor;Empresa;Sur;227;88;7
TRX00384;VEND007;2024-03-25;Retail;Empresa;Norte;258;65;9
TRX00385;VEND002;2024-03-19;Retail;Gobierno;Centro;262;115;6
TRX00386;VEND001;2024-02-22;Distribuidor;Particular;Centro;344;77;1
TRX00387;VEND009;2024-07-22;Venta_Directa;Particular;Sur;204;103;5
TRX00388;VEND002;2024-07-06;Retail;Particular;Centro;118;22;4
TRX00389;VEND009;2024-11-14;Retail;Particular;Norte;50;67;4
TRX00390;VEND007;2024-01-13;Venta_Directa;Particular;Norte;60;122;8
TRX00391;VEND002;2024-05-28;Online;Empresa;Sur;231;92;6
TRX00392;VEND002;2024-04-28;Online;Empresa;Andalucía;186;84;2
TRX00393;VEND003;2024-10-23;Distribuidor;Empresa;Sur;402;39;3
TRX00394;VEND003;2024-05-22;Online;Particular;Andalucía;434;110;4
TRX00395;VEND005;2024-03-31;Distribuidor;Empresa;Andalucía;181;137;4
TRX00396;VEND008;2024-09-07;Distribuidor;Empresa;Norte;511;26;7
TRX00397;VEND007;2024-09-10;Online;Particular;Norte;215;71;10
TRX00398;VEND002;2024-07-20;Online;Gobierno;Levante;288;47;5
TRX00399;VEND007;2024-05-21;Retail;Gobierno;Centro;283;100;1
TRX00400;VEND007;2024-08-20;Distribuidor;Gobierno;Centro;319;90;6
TRX00401;VEND008;2024-05-17;Distribuidor;Empresa;Centro;60;119;4
TRX00402;VEND008;2024-02-21;Distribuidor;Gobierno;Norte;120;25;2
TRX00403;VEND010;2024-03-17;Retail;Particular;Andalucía;358;72;6
TRX00404;VEND004;2024-02-13;Retail;Gobierno;Canarias;216;63;2
TRX00405;VEND001;2024-11-04;Distribuidor;Empresa;Sur;292;23;9
TRX00406;VEND005;2024-11-19;Retail;Particular;Andalucía;346;102;4
TRX00407;VEND007;2024-10-31;Online;Gobierno;Canarias;337;104;3
TRX00408;VEND001;2024-08-31;Retail;Gobierno;Andalucía;52;151;6
TRX00409;VEND008;2024-05-18;Distribuidor;Empresa;Centro;284;105;4
TRX00410;VEND005;2024-10-30;Retail;Particular;Norte;204;106;3
TRX00411;VEND008;2024-08-07;Distribuidor;Gobierno;Levante;276;84;1
TRX00412;VEND006;2024-10-09;Retail;Particular;Centro;259;101;2
TRX00413;VEND001;2024-02-23;Venta_Directa;Gobierno;Centro;280;41;5
TRX00414;VEND002;2024-06-09;Retail;Gobierno;Canarias;115;60;7
TRX00415;VEND004;2024-10-23;Online;Gobierno;Canarias;262;73;7
TRX00416;VEND008;2024-04-24;Distribuidor;Empresa;Sur;200;100;5
TRX00417;VEND006;2024-06-10;Venta_Directa;Empresa;Sur;71;10;1
TRX00418;VEND007;2024-02-12;Venta_Directa;Gobierno;Norte;233;103;6
TRX00419;VEND008;2024-08-21;Online;Particular;Centro;424;105;5
TRX00420;VEND003;2024-01-29;Venta_Directa;Particular;Centro;344;67;6
TRX00421;VEND005;2024-02-25;Distribuidor;Particular;Levante;318;46;1
TRX00422;VEND004;2024-01-06;Retail;Gobierno;Centro;393;38;5
TRX00423;VEND004;2024-12-12;Retail;Particular;Levante;205;10;5
TRX00424;VEND008;2024-12-13;Retail;Empresa;Sur;116;68;8
TRX00425;VEND005;2024-04-23;Online;Particular;Centro;265;37;1
TRX00426;VEND007;2024-05-26;Venta_Directa;Particular;Norte;327;79;3
TRX00427;VEND009;2024-11-08;Distribuidor;Gobierno;Sur;270;51;3
TRX00428;VEND010;2024-09-01;Distribuidor;Particular;Levante;195;43;7
TRX00429;VEND004;2024-10-03;Retail;Particular;Levante;218;147;3
TRX00430;VEND006;2024-07-13;Retail;Gobierno;Centro;343;68;7
TRX00431;VEND002;2024-06-15;Venta_Directa;Empresa;Canarias;427;121;2
TRX00432;VEND010;2024-04-20;Online;Empresa;Canarias;206;89;6
TRX00433;VEND002;2024-10-18;Retail;Gobierno;Centro;301;14;2
TRX00434;VEND008;2024-05-11;Online;Particular;Centro;369;24;4
TRX00435;VEND004;2024-02-07;Retail;Empresa;Andalucía;313;25;4
TRX00436;VEND007;2024-06-12;Venta_Directa;Particular;Levante;256;13;3
TRX00437;VEND001;2024-05-21;Retail;Gobierno;Levante;345;74;4
TRX00438;VEND007;2024-08-21;Distribuidor;Particular;Andalucía;279;143;4
TRX00439;VEND005;2024-08-25;Venta_Directa;Particular;Andalucía;342;58;2
TRX00440;VEND006;2024-06-03;Online;Particular;Andalucía;405;107;3
TRX00441;VEND009;2024-12-30;Online;Particular;Andalucía;266;10;3
TRX00442;VEND004;2024-01-06;Online;Particular;Centro;120;59;8
TRX00443;VEND003;2024-08-25;Online;Particular;Norte;183;96;7
TRX00444;VEND005;2024-11-28;Retail;Particular;Canarias;302;79;8
TRX00445;VEND009;2024-08-23;Online;Particular;Norte;246;164;7
TRX00446;VEND009;2024-08-29;Venta_Directa;Empresa;Centro;149;103;7
TRX00447;VEND007;2024-12-01;Venta_Directa;Empresa;Centro;352;146;4
TRX00448;VEND007;2024-03-17;Retail;Empresa;Norte;185;46;6
TRX00449;VEND006;2024-09-06;Venta_Directa;Particular;Norte;319;51;3
TRX00450;VEND009;2024-09-02;Retail;Gobierno;Norte;359;82;3
TRX00451;VEND007;2024-10-29;Venta_Directa;Particular;Canarias;50;81;6
TRX00452;VEND005;2024-06-27;Distribuidor;Particular;Canarias;244;38;3
TRX00453;VEND007;2024-02-19;Venta_Directa;Gobierno;Sur;240;24;4
TRX00454;VEND008;2024-04-30;Venta_Directa;Particular;Sur;150;91;3
TRX00455;VEND008;2024-06-05;Online;Empresa;Sur;205;82;10
TRX00456;VEND008;2024-01-15;Retail;Empresa;Norte;331;135;4
TRX00457;VEND010;2024-12-18;Venta_Directa;Empresa;Andalucía;230;97;6
TRX00458;VEND001;2024-01-04;Distribuidor;Particular;Canarias;249;70;6
TRX00459;VEND007;2024-09-17;Venta_Directa;Empresa;Canarias;254;10;1
TRX00460;VEND010;2024-03-29;Online;Empresa;Levante;292;98;4
TRX00461;VEND007;2024-01-03;Retail;Empresa;Levante;347;76;6
TRX00462;VEND002;2024-05-13;Venta_Directa;Empresa;Centro;335;108;3
TRX00463;VEND003;2024-03-01;Distribuidor;Empresa;Andalucía;109;86;6
TRX00464;VEND006;2024-01-07;Retail;Empresa;Norte;291;48;3
TRX00465;VEND001;2024-04-26;Retail;Particular;Centro;161;79;4
TRX00466;VEND002;2024-06-30;Distribuidor;Gobierno;Sur;246;46;8
TRX00467;VEND007;2024-08-01;Retail;Particular;Norte;258;175;5
TRX00468;VEND009;2024-05-15;Distribuidor;Empresa;Andalucía;189;49;5
TRX00469;VEND001;2024-01-17;Online;Empresa;Norte;177;59;5
TRX00470;VEND005;2024-04-10;Retail;Empresa;Andalucía;141;60;2
TRX00471;VEND003;2024-01-19;Venta_Directa;Empresa;Canarias;239;102;4
TRX00472;VEND001;2024-12-13;Retail;Particular;Sur;220;24;3
TRX00473;VEND001;2024-11-04;Venta_Directa;Particular;Andalucía;272;47;1
TRX00474;VEND008;2024-02-13;Venta_Directa;Empresa;Levante;305;92;7
TRX00475;VEND009;2024-09-30;Online;Empresa;Norte;355;42;3
TRX00476;VEND007;2024-01-28;Venta_Directa;Empresa;Norte;262;65;5
TRX00477;VEND003;2024-01-06;Online;Empresa;Levante;229;19;3
TRX00478;VEND003;2024-06-15;Distribuidor;Empresa;Andalucía;252;97;8
TRX00479;VEND007;2024-05-23;Distribuidor;Particular;Norte;220;34;5
TRX00480;VEND007;2024-06-02;Venta_Directa;Gobierno;Norte;249;113;4
TRX00481;VEND005;2024-04-10;Online;Particular;Levante;251;99;3
TRX00482;VEND004;2024-04-01;Distribuidor;Gobierno;Levante;242;10;6
TRX00483;VEND005;2024-08-12;Venta_Directa;Particular;Levante;285;117;3
TRX00484;VEND009;2024-05-03;Online;Gobierno;Sur;116;50;3
TRX00485;VEND004;2024-11-17;Retail;Gobierno;Norte;203;11;8
TRX00486;VEND006;2024-10-26;Venta_Directa;Gobierno;Levante;103;64;5
TRX00487;VEND003;2024-06-13;Venta_Directa;Particular;Sur;299;175;4
TRX00488;VEND006;2024-11-27;Retail;Particular;Levante;264;18;1
TRX00489;VEND002;2024-08-19;Retail;Gobierno;Levante;168;13;5
TRX00490;VEND008;2024-06-10;Venta_Directa;Gobierno;Sur;308;72;5
TRX00491;VEND009;2024-10-18;Online;Particular;Norte;336;10;7
TRX00492;VEND004;2024-12-08;Venta_Directa;Gobierno;Andalucía;307;130;8
TRX00493;VEND010;2024-10-03;Online;Gobierno;Canarias;340;71;4
TRX00494;VEND001;2024-01-26;Distribuidor;Particular;Levante;264;126;5
TRX00495;VEND002;2024-11-24;Distribuidor;Gobierno;Sur;306;75;1
TRX00496;VEND007;2024-10-13;Online;Particular;Levante;305;121;5
TRX00497;VEND007;2024-06-09;Distribuidor;Particular;Andalucía;488;10;1
TRX00498;VEND004;2024-09-08;Retail;Empresa;Sur;160;46;4
TRX00499;VEND006;2024-04-18;Retail;Empresa;Levante;207;23;8
TRX00500;VEND004;2024-11-26;Retail;Particular;Centro;85;83;4
TRX00501;VEND008;2024-11-17;Distribuidor;Particular;Levante;226;59;7
TRX00502;VEND009;2024-06-29;Venta_Directa;Particular;Andalucía;269;117;5
TRX00503;VEND007;2024-11-22;Venta_Directa;Gobierno;Norte;224;94;5
TRX00504;VEND003;2024-12-14;Venta_Directa;Particular;Sur;295;99;2
TRX00505;VEND004;2024-10-27;Distribuidor;Empresa;Centro;245;79;7
TRX00506;VEND005;2024-06-21;Distribuidor;Particular;Centro;246;13;7
TRX00507;VEND003;2024-01-21;Retail;Empresa;Centro;212;70;1
TRX00508;VEND003;2024-04-23;Online;Particular;Andalucía;252;51;5
TRX00509;VEND010;2024-05-16;Online;Particular;Andalucía;364;86;8
TRX00510;VEND006;2024-08-23;Online;Gobierno;Centro;181;19;5
TRX00511;VEND003;2024-11-19;Distribuidor;Gobierno;Andalucía;146;12;3
TRX00512;VEND007;2024-07-07;Distribuidor;Empresa;Centro;152;68;4
TRX00513;VEND006;2024-12-29;Distribuidor;Particular;Levante;282;30;5
TRX00514;VEND005;2024-02-16;Venta_Directa;Empresa;Norte;436;80;4
TRX00515;VEND001;2024-07-17;Distribuidor;Gobierno;Canarias;236;86;5
TRX00516;VEND003;2024-01-17;Venta_Directa;Empresa;Levante;393;80;6
TRX00517;VEND007;2024-07-14;Retail;Empresa;Levante;261;74;4
TRX00518;VEND002;2024-05-28;Distribuidor;Empresa;Norte;307;46;5
TRX00519;VEND003;2024-08-16;Online;Gobierno;Levante;159;65;5
TRX00520;VEND001;2024-02-18;Online;Gobierno;Canarias;104;180;3
TRX00521;VEND006;2024-03-09;Online;Particular;Norte;356;70;11
TRX00522;VEND006;2024-01-01;Venta_Directa;Empresa;Centro;345;92;4
TRX00523;VEND002;2024-07-16;Venta_Directa;Empresa;Norte;391;94;6
TRX00524;VEND007;2024-01-21;Distribuidor;Particular;Canarias;122;90;4
TRX00525;VEND004;2024-09-20;Venta_Directa;Empresa;Andalucía;269;65;7
TRX00526;VEND002;2024-03-28;Retail;Empresa;Sur;179;52;3
TRX00527;VEND001;2024-10-20;Distribuidor;Gobierno;Andalucía;266;82;3
TRX00528;VEND002;2024-12-25;Retail;Gobierno;Centro;378;88;9
TRX00529;VEND008;2024-11-13;Distribuidor;Empresa;Andalucía;188;30;1
TRX00530;VEND006;2024-04-30;Distribuidor;Gobierno;Canarias;277;108;6
TRX00531;VEND007;2024-06-08;Venta_Directa;Gobierno;Canarias;223;40;6
TRX00532;VEND003;2024-01-20;Venta_Directa;Gobierno;Centro;292;34;4
TRX00533;VEND003;2024-12-26;Distribuidor;Gobierno;Sur;107;62;3
TRX00534;VEND001;2024-11-01;Online;Particular;Levante;166;102;3
TRX00535;VEND005;2024-02-06;Online;Particular;Norte;398;50;2
TRX00536;VEND001;2024-03-10;Distribuidor;Empresa;Sur;204;98;4
TRX00537;VEND005;2024-11-23;Retail;Gobierno;Norte;416;40;5
TRX00538;VEND001;2024-08-27;Retail;Particular;Canarias;384;136;8
TRX00539;VEND005;2024-11-06;Distribuidor;Particular;Canarias;174;18;1
TRX00540;VEND002;2024-09-27;Venta_Directa;Particular;Andalucía;320;67;4
TRX00541;VEND007;2024-03-31;Online;Particular;Norte;358;126;4
TRX00542;VEND005;2024-06-25;Venta_Directa;Empresa;Centro;127;113;5
TRX00543;VEND010;2024-01-05;Online;Gobierno;Sur;315;65;5
TRX00544;VEND002;2024-12-08;Retail;Empresa;Sur;274;68;4
TRX00545;VEND005;2024-10-30;Distribuidor;Empresa;Levante;308;38;6
TRX00546;VEND001;2024-03-05;Distribuidor;Gobierno;Canarias;306;34;2
TRX00547;VEND008;2024-03-01;Distribuidor;Particular;Sur;402;96;5
TRX00548;VEND010;2024-11-08;Online;Gobierno;Andalucía;352;89;6
TRX00549;VEND004;2024-06-18;Retail;Gobierno;Canarias;273;71;2
TRX00550;VEND001;2024-10-19;Retail;Empresa;Norte;370;69;7
TRX00551;VEND003;2024-01-06;Distribuidor;Gobierno;Norte;439;77;5
TRX00552;VEND001;2024-12-21;Distribuidor;Empresa;Sur;164;105;1
TRX00553;VEND007;2024-05-23;Venta_Directa;Empresa;Andalucía;180;98;4
TRX00554;VEND008;2024-03-17;Online;Particular;Norte;229;53;10
TRX00555;VEND010;2024-02-08;Retail;Gobierno;Canarias;327;60;2
TRX00556;VEND007;2024-07-25;Retail;Gobierno;Canarias;398;88;5
TRX00557;VEND005;2024-09-17;Retail;Particular;Norte;296;66;5
TRX00558;VEND005;2024-07-14;Retail;Empresa;Canarias;448;104;3
TRX00559;VEND003;2024-07-11;Distribuidor;Empresa;Andalucía;121;10;4
TRX00560;VEND003;2024-05-16;Retail;Particular;Centro;319;60;6
TRX00561;VEND004;2024-10-26;Distribuidor;Empresa;Centro;97;38;9
TRX00562;VEND008;2024-10-15;Retail;Gobierno;Canarias;351;91;4
TRX00563;VEND008;2024-09-27;Retail;Gobierno;Levante;134;138;8
TRX00564;VEND002;2024-04-18;Distribuidor;Empresa;Andalucía;317;82;6
TRX00565;VEND010;2024-12-18;Venta_Directa;Gobierno;Levante;212;61;6
TRX00566;VEND006;2024-07-02;Retail;Gobierno;Norte;312;73;5
TRX00567;VEND010;2024-11-20;Venta_Directa;Gobierno;Andalucía;336;137;2
TRX00568;VEND009;2024-09-24;Retail;Empresa;Levante;109;87;3
TRX00569;VEND010;2024-09-07;Venta_Directa;Particular;Sur;192;62;6
TRX00570;VEND007;2024-05-31;Venta_Directa;Empresa;Levante;158;137;7
TRX00571;VEND007;2024-12-14;Distribuidor;Empresa;Centro;329;41;3
TRX00572;VEND001;2024-11-22;Venta_Directa;Particular;Sur;109;77;5
TRX00573;VEND002;2024-10-06;Retail;Gobierno;Norte;486;134;2
TRX00574;VEND009;2024-01-13;Distribuidor;Particular;Sur;163;52;6
TRX00575;VEND010;2024-12-19;Retail;Empresa;Centro;302;46;6
TRX00576;VEND003;2024-11-04;Online;Particular;Sur;245;36;3
TRX00577;VEND006;2024-12-01;Online;Gobierno;Levante;431;105;6
TRX00578;VEND005;2024-01-26;Online;Empresa;Andalucía;255;10;1
TRX00579;VEND003;2024-01-14;Venta_Directa;Particular;Norte;181;94;7
TRX00580;VEND003;2024-06-29;Online;Gobierno;Centro;111;72;6
TRX00581;VEND004;2024-02-17;Venta_Directa;Empresa;Levante;303;67;5
TRX00582;VEND001;2024-09-29;Distribuidor;Empresa;Canarias;167;22;3
TRX00583;VEND007;2024-09-02;Venta_Directa;Empresa;Sur;430;82;7
TRX00584;VEND005;2024-11-11;Venta_Directa;Particular;Centro;376;65;2
TRX00585;VEND010;2024-02-12;Distribuidor;Particular;Levante;130;110;3
TRX00586;VEND005;2024-02-07;Online;Gobierno;Levante;145;58;5
TRX00587;VEND001;2024-03-27;Venta_Directa;Gobierno;Sur;316;138;8
TRX00588;VEND009;2024-05-10;Online;Particular;Sur;276;149;4
TRX00589;VEND001;2024-05-01;Retail;Particular;Centro;401;30;3
TRX00590;VEND002;2024-10-03;Distribuidor;Empresa;Centro;434;68;7
TRX00591;VEND008;2024-08-12;Venta_Directa;Gobierno;Andalucía;323;102;6
TRX00592;VEND008;2024-06-09;Retail;Particular;Canarias;197;108;1
TRX00593;VEND006;2024-08-17;Retail;Empresa;Centro;215;47;7
TRX00594;VEND003;2024-04-22;Online;Empresa;Sur;139;63;5
TRX00595;VEND001;2024-10-12;Online;Gobierno;Sur;167;94;6
TRX00596;VEND010;2024-01-20;Retail;Empresa;Andalucía;245;78;4
TRX00597;VEND004;2024-05-03;Distribuidor;Particular;Andalucía;166;98;6
TRX00598;VEND004;2024-02-15;Retail;Particular;Sur;226;41;2
TRX00599;VEND004;2024-05-04;Online;Particular;Sur;317;68;8
TRX00600;VEND005;2024-10-26;Distribuidor;Empresa;Sur;93;142;6
TRX00601;VEND002;2024-06-15;Distribuidor;Gobierno;Canarias;232;152;7
TRX00602;VEND008;2024-07-08;Online;Empresa;Norte;259;113;2
TRX00603;VEND001;2024-02-15;Distribuidor;Empresa;Norte;172;147;4
TRX00604;VEND002;2024-12-21;Retail;Particular;Centro;248;105;5
TRX00605;VEND004;2024-11-26;Venta_Directa;Empresa;Sur;273;68;4
TRX00606;VEND010;2024-10-27;Venta_Directa;Empresa;Levante;178;17;5
TRX00607;VEND009;2024-05-19;Venta_Directa;Gobierno;Centro;262;98;6
TRX00608;VEND003;2024-09-03;Online;Empresa;Levante;236;45;3
TRX00609;VEND002;2024-06-20;Retail;Empresa;Canarias;351;68;5
TRX00610;VEND009;2024-03-15;Distribuidor;Gobierno;Centro;348;31;8
TRX00611;VEND002;2024-07-22;Distribuidor;Particular;Sur;301;86;7
TRX00612;VEND003;2024-01-23;Online;Particular;Centro;367;22;2
TRX00613;VEND003;2024-10-22;Retail;Gobierno;Andalucía;282;39;7
TRX00614;VEND002;2024-07-07;Retail;Empresa;Canarias;202;78;5
TRX00615;VEND009;2024-08-16;Online;Gobierno;Centro;170;76;4
TRX00616;VEND001;2024-03-16;Distribuidor;Empresa;Andalucía;163;74;5
TRX00617;VEND005;2024-12-04;Retail;Empresa;Sur;369;58;7
TRX00618;VEND006;2024-05-17;Online;Particular;Sur;429;39;6
TRX00619;VEND004;2024-11-11;Online;Particular;Norte;493;34;8
TRX00620;VEND008;2024-12-24;Online;Gobierno;Centro;398;54;4
TRX00621;VEND001;2024-09-15;Distribuidor;Empresa;Levante;226;10;4
TRX00622;VEND004;2024-01-03;Venta_Directa;Particular;Canarias;293;131;3
TRX00623;VEND010;2024-06-17;Online;Gobierno;Canarias;322;92;4
TRX00624;VEND007;2024-06-20;Retail;Particular;Levante;292;75;4
TRX00625;VEND005;2024-07-24;Online;Gobierno;Centro;318;18;4
TRX00626;VEND002;2024-03-18;Venta_Directa;Empresa;Sur;105;10;6
TRX00627;VEND007;2024-04-26;Venta_Directa;Gobierno;Sur;117;57;6
TRX00628;VEND008;2024-01-05;Distribuidor;Empresa;Canarias;223;100;6
TRX00629;VEND010;2024-07-20;Venta_Directa;Empresa;Centro;442;71;6
TRX00630;VEND006;2024-04-09;Distribuidor;Particular;Levante;412;143;5
TRX00631;VEND003;2024-09-26;Venta_Directa;Gobierno;Sur;337;115;5
TRX00632;VEND008;2024-05-21;Online;Gobierno;Andalucía;358;88;7
TRX00633;VEND002;2024-10-30;Online;Gobierno;Levante;155;75;5
TRX00634;VEND009;2024-12-26;Venta_Directa;Gobierno;Sur;193;102;7
TRX00635;VEND008;2024-09-02;Online;Gobierno;Centro;253;195;4
TRX00636;VEND003;2024-07-22;Online;Gobierno;Levante;241;31;4
TRX00637;VEND006;2024-11-15;Retail;Gobierno;Canarias;301;62;1
TRX00638;VEND005;2024-09-06;Online;Empresa;Sur;261;91;2
TRX00639;VEND010;2024-06-22;Venta_Directa;Empresa;Centro;261;46;4
TRX00640;VEND001;2024-05-08;Venta_Directa;Particular;Canarias;153;104;5
TRX00641;VEND010;2024-06-12;Venta_Directa;Gobierno;Levante;254;186;10
TRX00642;VEND002;2024-08-19;Online;Empresa;Canarias;263;11;7
TRX00643;VEND010;2024-07-26;Retail;Empresa;Norte;250;78;1
TRX00644;VEND005;2024-01-10;Online;Particular;Andalucía;108;54;6
TRX00645;VEND007;2024-08-04;Venta_Directa;Empresa;Centro;290;99;2
TRX00646;VEND005;2024-12-27;Retail;Empresa;Norte;238;70;1
TRX00647;VEND001;2024-01-05;Distribuidor;Empresa;Centro;225;98;6
TRX00648;VEND008;2024-02-11;Distribuidor;Particular;Norte;321;94;5
TRX00649;VEND001;2024-12-25;Venta_Directa;Gobierno;Canarias;127;81;5
TRX00650;VEND008;2024-02-02;Online;Particular;Sur;166;113;2
TRX00651;VEND004;2024-11-17;Distribuidor;Gobierno;Levante;328;99;4
TRX00652;VEND002;2024-04-05;Retail;Empresa;Centro;300;24;3
TRX00653;VEND004;2024-05-25;Distribuidor;Particular;Sur;282;58;3
TRX00654;VEND007;2024-02-24;Distribuidor;Particular;Levante;176;149;6
TRX00655;VEND001;2024-09-19;Online;Empresa;Centro;236;29;4
TRX00656;VEND009;2024-05-22;Venta_Directa;Gobierno;Levante;332;29;2
TRX00657;VEND006;2024-03-11;Retail;Particular;Sur;183;113;4
TRX00658;VEND006;2024-04-23;Retail;Gobierno;Sur;196;162;4
TRX00659;VEND009;2024-11-09;Venta_Directa;Empresa;Sur;204;197;8
TRX00660;VEND004;2024-06-01;Online;Empresa;Levante;342;169;10
TRX00661;VEND010;2024-01-09;Online;Particular;Norte;371;57;5
TRX00662;VEND006;2024-07-29;Online;Particular;Canarias;244;91;6
TRX00663;VEND006;2024-07-24;Retail;Particular;Centro;387;64;4
TRX00664;VEND003;2024-11-13;Online;Empresa;Sur;381;122;4
TRX00665;VEND007;2024-06-06;Venta_Directa;Empresa;Centro;292;41;4
TRX00666;VEND005;2024-06-17;Venta_Directa;Empresa;Norte;315;88;7
TRX00667;VEND008;2024-06-28;Retail;Empresa;Sur;304;158;7
TRX00668;VEND002;2024-02-07;Venta_Directa;Particular;Levante;255;105;6
TRX00669;VEND007;2024-12-28;Distribuidor;Particular;Levante;289;108;6
TRX00670;VEND001;2024-08-29;Online;Particular;Centro;264;44;6
TRX00671;VEND008;2024-09-07;Online;Particular;Centro;244;130;3
TRX00672;VEND010;2024-12-20;Distribuidor;Particular;Norte;289;68;8
TRX00673;VEND002;2024-03-24;Retail;Empresa;Canarias;328;10;4
TRX00674;VEND003;2024-05-03;Distribuidor;Gobierno;Andalucía;77;140;4
TRX00675;VEND004;2024-10-05;Distribuidor;Gobierno;Levante;314;15;6
TRX00676;VEND004;2024-08-05;Online;Empresa;Sur;198;111;5
TRX00677;VEND006;2024-07-26;Online;Particular;Canarias;188;133;5
TRX00678;VEND005;2024-08-14;Retail;Particular;Andalucía;250;108;3
TRX00679;VEND008;2024-12-27;Online;Empresa;Norte;289;24;6
TRX00680;VEND003;2024-09-04;Distribuidor;Gobierno;Andalucía;190;77;7
TRX00681;VEND009;2024-12-19;Online;Particular;Andalucía;236;124;6
TRX00682;VEND002;2024-09-17;Venta_Directa;Empresa;Andalucía;132;32;5
TRX00683;VEND008;2024-08-12;Distribuidor;Particular;Andalucía;57;65;6
TRX00684;VEND010;2024-09-21;Distribuidor;Particular;Andalucía;247;25;6
TRX00685;VEND004;2024-01-27;Online;Empresa;Norte;263;49;6
TRX00686;VEND009;2024-01-14;Retail;Gobierno;Centro;50;80;1
TRX00687;VEND005;2024-07-23;Venta_Directa;Empresa;Sur;269;90;5
TRX00688;VEND008;2024-04-01;Distribuidor;Gobierno;Centro;193;10;6
TRX00689;VEND005;2024-07-24;Online;Empresa;Canarias;240;167;8
TRX00690;VEND004;2024-06-25;Retail;Gobierno;Canarias;417;93;5
TRX00691;VEND008;2024-05-15;Retail;Gobierno;Norte;167;34;3
TRX00692;VEND002;2024-10-22;Venta_Directa;Gobierno;Canarias;286;43;3
TRX00693;VEND009;2024-07-16;Retail;Particular;Andalucía;279;32;4
TRX00694;VEND002;2024-09-03;Distribuidor;Gobierno;Sur;121;88;6
TRX00695;VEND005;2024-04-19;Venta_Directa;Particular;Sur;307;10;3
TRX00696;VEND009;2024-07-29;Distribuidor;Particular;Sur;397;28;1
TRX00697;VEND004;2024-10-22;Distribuidor;Empresa;Sur;227;86;6
TRX00698;VEND001;2024-06-20;Distribuidor;Gobierno;Sur;410;69;5
TRX00699;VEND006;2024-05-05;Online;Particular;Canarias;179;21;4
TRX00700;VEND008;2024-02-17;Retail;Gobierno;Sur;351;50;5
TRX00701;VEND006;2024-02-12;Online;Empresa;Canarias;368;28;5
TRX00702;VEND008;2024-12-05;Retail;Particular;Levante;354;138;4
TRX00703;VEND005;2024-11-12;Retail;Empresa;Centro;316;117;5
TRX00704;VEND006;2024-04-11;Online;Empresa;Canarias;378;50;4
TRX00705;VEND009;2024-02-21;Distribuidor;Gobierno;Canarias;300;10;1
TRX00706;VEND007;2024-05-18;Online;Empresa;Norte;187;90;1
TRX00707;VEND010;2024-02-14;Venta_Directa;Empresa;Sur;257;129;4
TRX00708;VEND007;2024-08-25;Distribuidor;Particular;Norte;190;108;5
TRX00709;VEND007;2024-01-07;Retail;Gobierno;Levante;153;51;4
TRX00710;VEND006;2024-01-09;Online;Gobierno;Andalucía;370;89;3
TRX00711;VEND005;2024-02-25;Retail;Gobierno;Andalucía;260;52;3
TRX00712;VEND006;2024-05-23;Distribuidor;Particular;Norte;266;66;6
TRX00713;VEND002;2024-02-25;Distribuidor;Particular;Centro;353;112;3
